Ward,Accuracy,Average_Count
1.0,0.43478260869565216,0.8478260869565217
2.0,0.1956521739130435,0.532608695652174
3.0,0.5978260869565217,1.923913043478261
4.0,0.32608695652173914,1.7934782608695652
5.0,0.40217391304347827,1.5326086956521738
6.0,0.6521739130434783,2.1956521739130435
7.0,0.5434782608695652,1.8804347826086956
8.0,0.5869565217391305,2.0434782608695654
9.0,0.5652173913043478,1.923913043478261
10.0,0.358695652173913,1.2934782608695652
11.0,0.5434782608695652,0.6195652173913043
12.0,0.40217391304347827,0.8478260869565217
13.0,0.5869565217391305,0.5108695652173914
14.0,0.3804347826086957,1.0434782608695652
15.0,0.22826086956521738,0.9021739130434783
16.0,0.4673913043478261,1.684782608695652
17.0,0.532608695652174,1.923913043478261
18.0,0.45652173913043476,0.7717391304347826
19.0,0.7065217391304348,0.358695652173913
20.0,0.6304347826086957,2.1847826086956523
21.0,0.4891304347826087,1.7826086956521738
22.0,0.5978260869565217,0.5978260869565217
23.0,0.6086956521739131,0.5869565217391305
24.0,0.6739130434782609,2.130434782608696
25.0,0.2826086956521739,1.2826086956521738
26.0,0.44565217391304346,0.8152173913043478
27.0,0.6413043478260869,2.282608695652174
28.0,0.6739130434782609,2.5652173913043477
29.0,0.34782608695652173,1.2391304347826086
30.0,0.5978260869565217,0.532608695652174
31.0,0.5,0.6630434782608695
32.0,0.717391304347826,0.31521739130434784
33.0,0.5543478260869565,0.6195652173913043
34.0,0.4673913043478261,1.641304347826087
35.0,0.6086956521739131,0.5
36.0,0.5434782608695652,0.6086956521739131
37.0,0.4673913043478261,1.4673913043478262
38.0,0.6521739130434783,0.41304347826086957
39.0,0.6086956521739131,0.532608695652174
40.0,0.4891304347826087,0.7065217391304348
41.0,0.4782608695652174,0.6195652173913043
42.0,0.4891304347826087,1.6304347826086956
43.0,0.8043478260869565,0.21739130434782608
44.0,0.5978260869565217,0.4891304347826087
45.0,0.5652173913043478,0.5978260869565217
46.0,0.5,0.6630434782608695
47.0,0.6304347826086957,0.44565217391304346
48.0,0.43478260869565216,0.7608695652173914
49.0,0.43478260869565216,0.8913043478260869
50.0,0.5108695652173914,0.6956521739130435
