Best Prec @1 Accy,Accuracy of Class 0,Accuracy of Class 1,Accuracy of Class 2,Accuracy of Class 3,Accuracy of Class 4,Accuracy of Class 5,Accuracy of Class 6,Accuracy of Class 7,Accuracy of Class 8,Accuracy of Class 9,batch_size,shuffle,learning_rate,reg,momentum,loss_type,save_best,beta,model_type,dropout,num_layer,dataset
0.3312087953090668,0.18003025650978088,0.3902932107448578,0.24683544039726257,0.34659090638160706,0.4736842215061188,0.0,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,LSTM,0.2,1,BATTERY
0.2523913085460663,0.2964763045310974,0.21340887248516083,0.21882352232933044,0.21002838015556335,0.36636245250701904,0.04545454680919647,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,LSTM,0.2,2,BATTERY
0.3745652139186859,0.3581267297267914,0.44279661774635315,0.13768115639686584,0.14752475917339325,0.8240252733230591,0.0,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,GRU,0.2,1,BATTERY
0.36586955189704895,0.3126721680164337,0.28919491171836853,0.2306763231754303,0.2841584086418152,0.7428872585296631,0.0,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,GRU,0.2,2,BATTERY
0.3843478262424469,0.31941545009613037,0.5658020973205566,0.050122249871492386,0.24625267088413239,0.78899085521698,0.0,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,RNN,0.2,1,BATTERY
0.37252748012542725,0.508368194103241,0.36699730157852173,0.057788945734500885,0.30691057443618774,0.6806596517562866,0.0,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,RNN,0.2,2,BATTERY
0.3384615480899811,0.41631799936294556,0.41749322414398193,0.036432161927223206,0.1453251987695694,0.7601199150085449,0.0,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,LSTM,0.2,1,BATTERY
0.28173911571502686,0.2818955183029175,0.2757318317890167,0.1917647123336792,0.24124881625175476,0.4589309096336365,0.04545454680919647,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,LSTM,0.2,2,BATTERY
0.3715217411518097,0.36638832092285156,0.4514889419078827,0.10024449974298477,0.28586724400520325,0.7064220309257507,0.0,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,GRU,0.2,1,BATTERY
0.3562637269496918,0.48117154836654663,0.3119927942752838,0.04145728796720505,0.32621949911117554,0.691154420375824,0.0,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,GRU,0.2,2,BATTERY
0.4046153724193573,0.1840277761220932,0.5178777575492859,0.1324840784072876,0.2766570746898651,0.8308550119400024,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,RNN,0.2,1,BATTERY
0.39586955308914185,0.2414860725402832,0.4665871262550354,0.12755101919174194,0.28353947401046753,0.7842435240745544,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,RNN,0.2,2,BATTERY
0.3940659463405609,0.22206096351146698,0.5668151378631592,0.09273182600736618,0.21933750808238983,0.8684492111206055,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,LSTM,0.2,1,BATTERY
0.39450550079345703,0.2743105888366699,0.5378619432449341,0.06265664100646973,0.23366159200668335,0.8684492111206055,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,LSTM,0.2,2,BATTERY
0.3995652198791504,0.2089783251285553,0.4677804410457611,0.10459183901548386,0.3025689721107483,0.8155774474143982,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,GRU,0.2,1,BATTERY
0.39758241176605225,0.33381712436676025,0.5022271871566772,0.04135338217020035,0.2820053696632385,0.8342245817184448,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,GRU,0.2,2,BATTERY
0.40369564294815063,0.23993808031082153,0.5095465183258057,0.029336735606193542,0.3244529068470001,0.8155774474143982,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,RNN,0.2,1,BATTERY
0.39340659976005554,0.2815674841403961,0.5668151378631592,0.08771929889917374,0.20769919455051422,0.8395721912384033,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,RNN,0.2,2,BATTERY
0.38804349303245544,0.2089783251285553,0.379474937915802,0.19132652878761292,0.24167460203170776,0.8307967782020569,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,LSTM,0.2,1,BATTERY
0.38304346799850464,0.21212121844291687,0.6419491767883301,0.0,0.27029702067375183,0.7681770324707031,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,LSTM,0.2,2,BATTERY
0.39120879769325256,0.215208038687706,0.4565456509590149,0.10199005156755447,0.33594515919685364,0.8061224222183228,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,GRU,0.2,1,BATTERY
0.4004395604133606,0.2322206050157547,0.5657015442848206,0.10401002317667007,0.2497761845588684,0.8470588326454163,0.0,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,GRU,0.2,2,BATTERY
0.43717390298843384,0.6955153346061707,0.19314642250537872,0.0,0.7461799383163452,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,RNN,0.2,1,CRIMINAL DAMAGE
0.4270329773426056,0.6033003330230713,0.29318180680274963,0.027980534359812737,0.693169116973877,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,RNN,0.2,2,CRIMINAL DAMAGE
0.40826088190078735,0.4728560149669647,0.32866042852401733,0.08304498344659805,0.6646859049797058,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,LSTM,0.2,1,CRIMINAL DAMAGE
0.40239131450653076,0.40991345047950745,0.4361370801925659,0.06343714147806168,0.6069609522819519,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,LSTM,0.2,2,CRIMINAL DAMAGE
0.4356521666049957,0.5995279550552368,0.36214953660964966,0.0011534024961292744,0.6587436199188232,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,GRU,0.2,1,CRIMINAL DAMAGE
0.41173914074897766,0.5413060784339905,0.3052959442138672,0.07958477735519409,0.6324278712272644,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,GRU,0.2,2,CRIMINAL DAMAGE
0.43391305208206177,0.5738880634307861,0.35946744680404663,0.016489988192915916,0.6925373077392578,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,RNN,0.2,1,CRIMINAL DAMAGE
0.4321739077568054,0.7230527400970459,0.23909656703472137,0.03806228190660477,0.618845522403717,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,RNN,0.2,2,CRIMINAL DAMAGE
0.394565224647522,0.5570417046546936,0.31697818636894226,0.08419838547706604,0.5322580933570862,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,LSTM,0.2,1,CRIMINAL DAMAGE
0.36108696460723877,0.3729346990585327,0.38084113597869873,0.1741637885570526,0.46434634923934937,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,LSTM,0.2,2,CRIMINAL DAMAGE
0.4279120862483978,0.5524752736091614,0.33030304312705994,0.0,0.7547592520713806,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,GRU,0.2,1,CRIMINAL DAMAGE
0.41847825050354004,0.6428009271621704,0.26479750871658325,0.009227219969034195,0.6451612710952759,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,GRU,0.2,2,CRIMINAL DAMAGE
0.438043475151062,0.6158844828605652,0.32565054297447205,0.0,0.7056530117988586,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,RNN,0.2,1,CRIMINAL DAMAGE
0.4408695697784424,0.6548736691474915,0.30780670046806335,0.0,0.6890838146209717,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,RNN,0.2,2,CRIMINAL DAMAGE
0.43282610177993774,0.7151848673820496,0.23520249128341675,0.0,0.6621392369270325,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,LSTM,0.2,1,CRIMINAL DAMAGE
0.43782609701156616,0.5913357138633728,0.3449814021587372,0.0,0.7124756574630737,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,LSTM,0.2,2,CRIMINAL DAMAGE
0.43434783816337585,0.5862815976142883,0.355390340089798,0.0,0.6900584697723389,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,GRU,0.2,1,CRIMINAL DAMAGE
0.43782609701156616,0.6194945573806763,0.31598514318466187,0.0,0.7124756574630737,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,GRU,0.2,2,CRIMINAL DAMAGE
0.4373913109302521,0.6180505156517029,0.33903345465660095,0.0,0.6822612285614014,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,RNN,0.2,1,CRIMINAL DAMAGE
0.4345652163028717,0.5906137228012085,0.33680295944213867,0.0,0.7095516324043274,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,RNN,0.2,2,CRIMINAL DAMAGE
0.43630436062812805,0.7112509608268738,0.23208722472190857,0.0,0.6833616495132446,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,LSTM,0.2,1,CRIMINAL DAMAGE
0.44326087832450867,0.7269866466522217,0.26323986053466797,0.0,0.6595925092697144,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,LSTM,0.2,2,CRIMINAL DAMAGE
0.43869563937187195,0.6209385991096497,0.324163556098938,0.0,0.7037037014961243,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,GRU,0.2,1,CRIMINAL DAMAGE
0.4334782660007477,0.6137183904647827,0.3301115334033966,0.0,0.6822612285614014,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,GRU,0.2,2,CRIMINAL DAMAGE
0.8143478035926819,0.9355089068412781,0.0,0.7790697813034058,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,RNN,0.2,1,NARCOTICS
0.8118681311607361,0.9095091819763184,0.0,0.8242424130439758,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,RNN,0.2,2,NARCOTICS
0.7652173638343811,0.875938892364502,0.0,0.8023256063461304,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,LSTM,0.2,1,NARCOTICS
0.7258695363998413,0.813001811504364,0.11640211939811707,0.7790697813034058,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,LSTM,0.2,2,NARCOTICS
0.7847825884819031,0.8989899158477783,0.0,0.8081395626068115,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,GRU,0.2,1,NARCOTICS
0.8143478035926819,0.9355089068412781,0.0,0.7790697813034058,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,GRU,0.2,2,NARCOTICS
0.7984782457351685,0.9160839319229126,0.0,0.7906976938247681,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,RNN,0.2,1,NARCOTICS
0.8143478035926819,0.9355089068412781,0.0,0.7790697813034058,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,RNN,0.2,2,NARCOTICS
0.7158695459365845,0.8166278004646301,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,LSTM,0.2,1,NARCOTICS
0.7621738910675049,0.8717948794364929,0.010582010261714458,0.7790697813034058,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,LSTM,0.2,2,NARCOTICS
0.7991304397583008,0.9168609380722046,0.0,0.7906976938247681,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,GRU,0.2,1,NARCOTICS
0.8143478035926819,0.9355089068412781,0.0,0.7790697813034058,,,,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,GRU,0.2,2,NARCOTICS
0.7689130306243896,0.8798238635063171,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,RNN,0.2,1,NARCOTICS
0.7158695459365845,0.8166278004646301,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,RNN,0.2,2,NARCOTICS
0.7689130306243896,0.8798238635063171,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,LSTM,0.2,1,NARCOTICS
0.7893333435058594,0.9006677865982056,0.0,0.849056601524353,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,LSTM,0.2,2,NARCOTICS
0.7689130306243896,0.8798238635063171,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,GRU,0.2,1,NARCOTICS
0.7158695459365845,0.8166278004646301,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,GRU,0.2,2,NARCOTICS
0.7158695459365845,0.8166278004646301,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,RNN,0.2,1,NARCOTICS
0.7343478202819824,0.8386428356170654,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,RNN,0.2,2,NARCOTICS
0.7689130306243896,0.8798238635063171,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,LSTM,0.2,1,NARCOTICS
0.8002222180366516,0.9143016338348389,0.0,0.849056601524353,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,LSTM,0.2,2,NARCOTICS
0.7517391443252563,0.8593628406524658,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,GRU,0.2,1,NARCOTICS
0.7158695459365845,0.8166278004646301,0.0,0.8139534592628479,,,,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,GRU,0.2,2,NARCOTICS
0.385869562625885,0.01944444514811039,0.3416789472103119,0.05679287388920784,0.6043636202812195,0.484282910823822,0.5962963104248047,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,RNN,0.2,1,THEFT
0.34717389941215515,0.01944444514811039,0.2592047154903412,0.211581289768219,0.4392727315425873,0.45677798986434937,0.5740740895271301,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,RNN,0.2,2,THEFT
0.3384782671928406,0.06666667014360428,0.29307806491851807,0.17706012725830078,0.4203636348247528,0.4282907545566559,0.5962963104248047,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,LSTM,0.2,1,THEFT
0.2947826087474823,0.2320987582206726,0.23941798508167267,0.11435522884130478,0.3121117949485779,0.43245694041252136,0.47787609696388245,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,LSTM,0.2,2,THEFT
0.3852173984050751,0.04444444552063942,0.27982327342033386,0.24832962453365326,0.49163636565208435,0.4970530569553375,0.5962963104248047,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,GRU,0.2,1,THEFT
0.3310869634151459,0.09166666865348816,0.22827687859535217,0.24498885869979858,0.34618180990219116,0.46954813599586487,0.5962963104248047,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.999,GRU,0.2,2,THEFT
0.376086950302124,0.0,0.2547864615917206,0.12806236743927002,0.5607272982597351,0.5009823441505432,0.5962963104248047,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,RNN,0.2,1,THEFT
0.35021740198135376,0.01944444514811039,0.36082473397254944,0.11135857552289963,0.5076363682746887,0.4047151207923889,0.5518518686294556,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,RNN,0.2,2,THEFT
0.33543479442596436,0.09444444626569748,0.3122238516807556,0.1570155918598175,0.3701818287372589,0.47740668058395386,0.5962963104248047,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,LSTM,0.2,1,THEFT
0.29413044452667236,0.14814814925193787,0.14417989552021027,0.2615571916103363,0.37422358989715576,0.3463281989097595,0.4646017551422119,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,LSTM,0.2,2,THEFT
0.37130433320999146,0.01666666753590107,0.28718703985214233,0.08351892977952957,0.5956363677978516,0.44400784373283386,0.5962963104248047,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,GRU,0.2,1,THEFT
0.3026086986064911,0.08055555820465088,0.2636229693889618,0.18040089309215546,0.32945454120635986,0.4204322099685669,0.5222222208976746,,,,,4,False,0.001,0.0005,0.9,Focal,True,0.99,GRU,0.2,2,THEFT
0.43673911690711975,0.0,0.16041666269302368,0.09596662223339081,0.5657342672348022,0.6028131246566772,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,RNN,0.2,1,THEFT
0.4295652210712433,0.0,0.15000000596046448,0.08484005928039551,0.5629370808601379,0.5920964479446411,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,RNN,0.2,2,THEFT
0.4134782552719116,0.0,0.12916666269302368,0.20166897773742676,0.5090909004211426,0.5445411801338196,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,LSTM,0.2,1,THEFT
0.3995652198791504,0.10112359374761581,0.14166666567325592,0.25312933325767517,0.3965035080909729,0.5686537027359009,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,LSTM,0.2,2,THEFT
0.4419565200805664,0.0,0.11041666567325592,0.031988874077796936,0.6090909242630005,0.6242464780807495,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,GRU,0.2,1,THEFT
0.42586955428123474,0.0,0.17291666567325592,0.13769124448299408,0.5216783285140991,0.5874078869819641,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.999,GRU,0.2,2,THEFT
0.4315217435359955,0.0,0.11666666716337204,0.05702364444732666,0.6055943965911865,0.581379771232605,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,RNN,0.2,1,THEFT
0.4469565153121948,0.0,0.20000000298023224,0.04172461852431297,0.5545454621315002,0.6584059000015259,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,RNN,0.2,2,THEFT
0.4267391264438629,0.0,0.1770833283662796,0.06258692592382431,0.5601398348808289,0.58807772397995,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,LSTM,0.2,1,THEFT
0.38891303539276123,0.0,0.32253313064575195,0.10133630037307739,0.6458181738853455,0.42239686846733093,0.5962963104248047,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,LSTM,0.2,2,THEFT
0.43043479323387146,0.0,0.1770833283662796,0.08762169629335403,0.5664335489273071,0.581379771232605,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,GRU,0.2,1,THEFT
0.41999998688697815,0.0,0.2854166626930237,0.06815020740032196,0.4580419659614563,0.6275954246520996,0.5133333206176758,,,,,4,False,0.001,0.0005,0.99,Focal,True,0.99,GRU,0.2,2,THEFT
