Best Prec @1 Accy,Accuracy of Class 0,Accuracy of Class 1,Accuracy of Class 2,Accuracy of Class 3,Accuracy of Class 4,Accuracy of Class 5,Accuracy of Class 6,Accuracy of Class 7,Accuracy of Class 8,Accuracy of Class 9,batch_size,shuffle,learning_rate,reg,momentum,loss_type,save_best,beta,dataset
0.5799999833106995,0.8537248373031616,0.04179566726088524,0.7152924537658691,,,,,,,,4,True,0.001,0.0005,0.9,Focal,True,0.999,ASSAULT
0.5753846168518066,0.8417618274688721,0.042569659650325775,0.7152924537658691,,,,,,,,4,True,0.001,0.0005,0.9,Focal,True,0.995,ASSAULT
0.5758242011070251,0.8444806933403015,0.04024767875671387,0.7152924537658691,,,,,,,,4,True,0.001,0.0005,0.9,Focal,True,0.99,ASSAULT
0.5784615278244019,0.8553561568260193,0.03405572846531868,0.7152924537658691,,,,,,,,4,True,0.001,0.001,0.9,Focal,True,0.999,ASSAULT
0.5789011120796204,0.8504621982574463,0.042569659650325775,0.7152924537658691,,,,,,,,4,True,0.001,0.001,0.9,Focal,True,0.995,ASSAULT
0.5762637257575989,0.8504621982574463,0.05727554112672806,0.6934460997581482,,,,,,,,4,True,0.001,0.001,0.9,Focal,True,0.99,ASSAULT
0.5832967162132263,0.8912452459335327,0.0,0.7152924537658691,,,,,,,,4,True,0.001,0.0005,0.95,Focal,True,0.999,ASSAULT
0.5832967162132263,0.8912452459335327,0.0,0.7152924537658691,,,,,,,,4,True,0.001,0.0005,0.95,Focal,True,0.995,ASSAULT
0.5832967162132263,0.8912452459335327,0.0,0.7152924537658691,,,,,,,,4,True,0.001,0.0005,0.95,Focal,True,0.99,ASSAULT
0.5775824189186096,0.8635127544403076,0.019349845126271248,0.7152924537658691,,,,,,,,4,True,0.001,0.001,0.95,Focal,True,0.999,ASSAULT
0.5813186764717102,0.8912452459335327,0.02631578966975212,0.6849894523620605,,,,,,,,4,True,0.001,0.001,0.95,Focal,True,0.995,ASSAULT
0.5771428346633911,0.8635127544403076,0.04566563293337822,0.6899224519729614,,,,,,,,4,True,0.001,0.001,0.95,Focal,True,0.99,ASSAULT
0.5793406367301941,0.8412180542945862,0.05727554112672806,0.7152924537658691,,,,,,,,4,True,0.001,0.0005,0.99,Focal,True,0.999,ASSAULT
0.5813186764717102,0.8548123836517334,0.04489164054393768,0.7152924537658691,,,,,,,,4,True,0.001,0.0005,0.99,Focal,True,0.995,ASSAULT
0.5769230723381042,0.832517683506012,0.09442724287509918,0.6849894523620605,,,,,,,,4,True,0.001,0.0005,0.99,Focal,True,0.99,ASSAULT
0.5813186764717102,0.8733007311820984,0.051857586950063705,0.6849894523620605,,,,,,,,4,True,0.001,0.001,0.99,Focal,True,0.999,ASSAULT
0.5758242011070251,0.8444806933403015,0.04024767875671387,0.7152924537658691,,,,,,,,4,True,0.001,0.001,0.99,Focal,True,0.995,ASSAULT
0.5714285969734192,0.8444806933403015,0.0905572772026062,0.6553910970687866,,,,,,,,4,True,0.001,0.001,0.99,Focal,True,0.99,ASSAULT
0.5698900818824768,0.8297988176345825,0.04179566726088524,0.7138830423355103,,,,,,,,8,True,0.001,0.0005,0.9,Focal,True,0.999,ASSAULT
0.5720878839492798,0.8444806933403015,0.04179566726088524,0.7019027471542358,,,,,,,,8,True,0.001,0.0005,0.9,Focal,True,0.995,ASSAULT
0.5736263990402222,0.8444806933403015,0.02089783363044262,0.7258632779121399,,,,,,,,8,True,0.001,0.0005,0.9,Focal,True,0.99,ASSAULT
0.5793406367301941,0.8134855628013611,0.047987617552280426,0.7596899271011353,,,,,,,,8,True,0.001,0.001,0.9,Focal,True,0.999,ASSAULT
0.5751648545265198,0.8172920346260071,0.07662538439035416,0.7152924537658691,,,,,,,,8,True,0.001,0.001,0.9,Focal,True,0.995,ASSAULT
0.5817582607269287,0.8542686104774475,0.05340557172894478,0.709654688835144,,,,,,,,8,True,0.001,0.001,0.9,Focal,True,0.99,ASSAULT
0.5720878839492798,0.822729766368866,0.07662538439035416,0.6983791589736938,,,,,,,,8,True,0.001,0.0005,0.95,Focal,True,0.999,ASSAULT
0.5731868147850037,0.822729766368866,0.061919502913951874,0.7152924537658691,,,,,,,,8,True,0.001,0.0005,0.95,Focal,True,0.995,ASSAULT
0.5731868147850037,0.822729766368866,0.061919502913951874,0.7152924537658691,,,,,,,,8,True,0.001,0.0005,0.95,Focal,True,0.99,ASSAULT
0.5734065771102905,0.8238173127174377,0.06114551052451134,0.7152924537658691,,,,,,,,8,True,0.001,0.001,0.95,Focal,True,0.999,ASSAULT
0.5731868147850037,0.822729766368866,0.061919502913951874,0.7152924537658691,,,,,,,,8,True,0.001,0.001,0.95,Focal,True,0.995,ASSAULT
0.5731868147850037,0.8297988176345825,0.08513931930065155,0.6849894523620605,,,,,,,,8,True,0.001,0.001,0.95,Focal,True,0.99,ASSAULT
0.5690109729766846,0.8047851920127869,0.09442724287509918,0.6955602765083313,,,,,,,,8,True,0.001,0.0005,0.99,Focal,True,0.999,ASSAULT
0.5745055079460144,0.8553561568260193,0.05263157933950424,0.68569415807724,,,,,,,,8,True,0.001,0.0005,0.99,Focal,True,0.995,ASSAULT
0.5690109729766846,0.8047851920127869,0.09442724287509918,0.6955602765083313,,,,,,,,8,True,0.001,0.0005,0.99,Focal,True,0.99,ASSAULT
0.5687912106513977,0.8053289651870728,0.09287925809621811,0.6955602765083313,,,,,,,,8,True,0.001,0.001,0.99,Focal,True,0.999,ASSAULT
0.5687912106513977,0.8053289651870728,0.13699690997600555,0.6553910970687866,,,,,,,,8,True,0.001,0.001,0.99,Focal,True,0.995,ASSAULT
0.573846161365509,0.8265361785888672,0.09210526198148727,0.6849894523620605,,,,,,,,8,True,0.001,0.001,0.99,Focal,True,0.99,ASSAULT
0.3878260850906372,0.3512396812438965,0.5635592937469482,0.039855074137449265,0.23663365840911865,0.7639620900154114,0.0,,,,,4,True,0.001,0.0005,0.9,Focal,True,0.999,BATTERY
0.39032965898513794,0.35849055647850037,0.46436524391174316,0.11528822034597397,0.22381378710269928,0.8235294222831726,0.0,,,,,4,True,0.001,0.0005,0.9,Focal,True,0.995,BATTERY
0.39956045150756836,0.38026124238967896,0.423162579536438,0.09899749606847763,0.28379589319229126,0.8342245817184448,0.0,,,,,4,True,0.001,0.0005,0.9,Focal,True,0.99,BATTERY
0.3909890055656433,0.3674074113368988,0.4567510485649109,0.03836633637547493,0.31219980120658875,0.7910447716712952,0.0,,,,,4,True,0.001,0.001,0.9,Focal,True,0.999,BATTERY
0.3897826075553894,0.3292011022567749,0.5730932354927063,0.0555555559694767,0.25445544719696045,0.748155951499939,0.0,,,,,4,True,0.001,0.001,0.9,Focal,True,0.995,BATTERY
0.38847824931144714,0.41336116194725037,0.494716614484787,0.04278728738427162,0.28586724400520325,0.752293586730957,0.0,,,,,4,True,0.001,0.001,0.9,Focal,True,0.99,BATTERY
0.39230769872665405,0.23672883212566376,0.5588558912277222,0.03606965020298958,0.2575905919075012,0.8367347121238708,0.0,,,,,4,True,0.001,0.0005,0.95,Focal,True,0.999,BATTERY
0.3969230651855469,0.2048611044883728,0.4452133774757385,0.2076433151960373,0.1911623477935791,0.8736059665679932,0.0,,,,,4,True,0.001,0.0005,0.95,Focal,True,0.995,BATTERY
0.40521737933158875,0.24613003432750702,0.5441527366638184,0.08801020681858063,0.25594672560691833,0.8155774474143982,0.0,,,,,4,True,0.001,0.0005,0.95,Focal,True,0.99,BATTERY
0.39934781193733215,0.23219814896583557,0.4630071520805359,0.07015305757522583,0.3549000918865204,0.7797672152519226,0.0,,,,,4,True,0.001,0.001,0.95,Focal,True,0.999,BATTERY
0.3901098966598511,0.293178528547287,0.5657015442848206,0.10401002317667007,0.21933750808238983,0.7882353067398071,0.0,,,,,4,True,0.001,0.001,0.95,Focal,True,0.995,BATTERY
0.4019565284252167,0.2089783251285553,0.49164676666259766,0.13775509595870972,0.26260703802108765,0.821844220161438,0.0,,,,,4,True,0.001,0.001,0.95,Focal,True,0.99,BATTERY
0.3932608664035797,0.400928795337677,0.33651551604270935,0.08418367058038712,0.31493815779685974,0.7797672152519226,0.0,,,,,4,True,0.001,0.0005,0.99,Focal,True,0.999,BATTERY
0.3962637484073639,0.3541364371776581,0.43429845571517944,0.09899749606847763,0.2775290906429291,0.8342245817184448,0.0,,,,,4,True,0.001,0.0005,0.99,Focal,True,0.995,BATTERY
0.40086957812309265,0.27244582772254944,0.47374701499938965,0.12117347121238708,0.29019981622695923,0.7797672152519226,0.0,,,,,4,True,0.001,0.0005,0.99,Focal,True,0.99,BATTERY
0.395652174949646,0.24922600388526917,0.5680190920829773,0.10459183901548386,0.21883919835090637,0.7797672152519226,0.0,,,,,4,True,0.001,0.001,0.99,Focal,True,0.999,BATTERY
0.39630433917045593,0.2136222869157791,0.6324582099914551,0.030612245202064514,0.24738344550132751,0.7797672152519226,0.0,,,,,4,True,0.001,0.001,0.99,Focal,True,0.995,BATTERY
0.39934781193733215,0.2136222869157791,0.5059666037559509,0.05994898080825806,0.30161750316619873,0.8155774474143982,0.0,,,,,4,True,0.001,0.001,0.99,Focal,True,0.99,BATTERY
0.37869566679000854,0.3956158757209778,0.40537944436073303,0.07701711356639862,0.26124197244644165,0.8309305310249329,0.0,,,,,8,True,0.001,0.0005,0.9,Focal,True,0.999,BATTERY
0.38608697056770325,0.38935282826423645,0.45341017842292786,0.06601466983556747,0.24732333421707153,0.846657931804657,0.0,,,,,8,True,0.001,0.0005,0.9,Focal,True,0.995,BATTERY
0.3848351538181305,0.39121338725090027,0.5256988406181335,0.0,0.3455284535884857,0.6806596517562866,0.0,,,,,8,True,0.001,0.0005,0.9,Focal,True,0.99,BATTERY
0.37978023290634155,0.40062761306762695,0.4661857485771179,0.0954773873090744,0.2489837408065796,0.7601199150085449,0.0,,,,,8,True,0.001,0.001,0.9,Focal,True,0.999,BATTERY
0.3863736391067505,0.3776150643825531,0.5437331199645996,0.008793969638645649,0.30894309282302856,0.7241379022598267,0.0,,,,,8,True,0.001,0.001,0.9,Focal,True,0.995,BATTERY
0.38456520438194275,0.2734864354133606,0.5965417623519897,0.024449877440929413,0.29443255066871643,0.7745740413665771,0.0,,,,,8,True,0.001,0.001,0.9,Focal,True,0.99,BATTERY
0.38505494594573975,0.35077792406082153,0.43394309282302856,0.09948979318141937,0.2338787317276001,0.8181818127632141,0.0,,,,,8,True,0.001,0.0005,0.95,Focal,True,0.999,BATTERY
0.38659340143203735,0.2942008376121521,0.5589430928230286,0.03316326439380646,0.248315691947937,0.7759740352630615,0.0,,,,,8,True,0.001,0.0005,0.95,Focal,True,0.995,BATTERY
0.39739128947257996,0.29204893112182617,0.6124454140663147,0.013683009892702103,0.3468599021434784,0.7057057023048401,0.0,,,,,8,True,0.001,0.0005,0.95,Focal,True,0.99,BATTERY
0.38923075795173645,0.256894052028656,0.5723830461502075,0.08771929889917374,0.20590868592262268,0.8342245817184448,0.0,,,,,8,True,0.001,0.001,0.95,Focal,True,0.999,BATTERY
0.385869562625885,0.292011022567749,0.5805084705352783,0.06280193477869034,0.24554455280303955,0.7534246444702148,0.0,,,,,8,True,0.001,0.001,0.95,Focal,True,0.995,BATTERY
0.38769230246543884,0.3178519606590271,0.5111358761787415,0.06892230361700058,0.1960608810186386,0.8684492111206055,0.0,,,,,8,True,0.001,0.001,0.95,Focal,True,0.99,BATTERY
0.39586955308914185,0.10835913568735123,0.4844868779182434,0.06505101919174194,0.4024738371372223,0.7797672152519226,0.0,,,,,8,True,0.001,0.0005,0.99,Focal,True,0.999,BATTERY
0.3916483521461487,0.407837450504303,0.4877505600452423,0.05388471111655235,0.18621307611465454,0.8684492111206055,0.0,,,,,8,True,0.001,0.0005,0.99,Focal,True,0.995,BATTERY
0.38923075795173645,0.28011611104011536,0.5155901908874512,0.12531328201293945,0.21038496494293213,0.8342245817184448,0.0,,,,,8,True,0.001,0.0005,0.99,Focal,True,0.99,BATTERY
0.39347827434539795,0.3549783527851105,0.5498489141464233,0.0,0.23562152683734894,0.8093220591545105,0.0,,,,,8,True,0.001,0.001,0.99,Focal,True,0.999,BATTERY
